id,tail,head
43947,3629,3628
43948,22003,3628
43949,17829,3629
43950,3630,3629
43951,14016,3630
43952,3632,3631
43953,3633,3632
43954,14020,3632
43955,14056,3633
43956,3634,3633
43957,3635,3634
43958,14103,3635
43959,24350,3635
43960,3637,3636
43961,8068,3636
43962,3638,3637
43963,3639,3638
43964,3639,3638
43965,3640,3639
43966,3641,3640
43967,3732,3640
43968,3642,3641
43969,3732,3641
43970,5959,3642
43971,13782,3643
43972,3644,3643
43973,20661,3644
43974,3645,3644
43975,3646,3645
43976,22096,3645
43977,22097,3645
43978,23512,3646
43979,3647,3646
43980,23513,3647
43981,3648,3647
43982,3649,3648
43983,23503,3648
43984,23504,3649
43985,3650,3649
43986,3651,3650
43987,6254,3650
43988,3652,3651
43989,23514,3651
43990,3653,3652
43991,6250,3652
43992,3654,3653
43993,6237,3653
43994,3655,3654
43995,20117,3654
43996,3656,3655
43997,20117,3655
43998,20118,3656
43999,3657,3656
44000,3658,3657
44001,20119,3657
44002,26536,3659
44003,6872,3659
44004,3660,3659
44005,3849,3660
44006,6465,3660
44007,3662,3661
44008,6870,3661
44009,3850,3662
44010,6917,3662
44011,6871,3662
44012,6807,3663
44013,6357,3663
44014,3664,3663
44015,3665,3664
44016,6804,3664
44017,3666,3665
44018,6353,3665
44019,6799,3666
44020,3667,3666
44021,5952,3667
44022,6360,3667
44023,5928,3667
44024,3669,3668
44025,6042,3669
44026,3816,3670
44027,3833,3670
44028,3671,3670
44029,3672,3671
44030,3834,3671
44031,3803,3672
44032,3864,3672
44033,3693,3672
44034,15851,3673
44035,3675,3674
44036,15773,3675
44037,3676,3675
44038,6325,3675
44039,15770,3676
44040,15848,3676
44041,15771,3676
44042,3678,3677
44043,3679,3678
44044,15784,3679
44045,6122,3679
44046,6843,3680
44047,6844,3680
44048,3848,3681
44049,3682,3681
44050,3683,3682
44051,3866,3682
44052,3684,3683
44053,3685,3684
44054,6876,3684
44055,3805,3685
44056,3686,3685
44057,3687,3686
44058,6876,3686
44059,6463,3687
44060,3806,3687
44061,3825,3688
44062,3826,3688
44063,3689,3688
44064,6462,3689
44065,6463,3689
44066,7879,3690
44067,8034,3691
44068,3692,3691
44069,6046,3692
44070,6043,3692
44071,3694,3693
44072,3817,3693
44073,6917,3694
44074,3803,3694
44075,3856,3695
44076,6883,3695
44077,3696,3695
44078,3803,3695
44079,3697,3696
44080,3860,3696
44081,3860,3697
44082,6918,3697
44083,26884,3698
44084,3699,3698
44085,26892,3699
44086,3700,3699
44087,3701,3700
44088,23978,3700
44089,9950,3701
44090,13774,3702
44091,20133,3703
44092,6047,3703
44093,3704,3703
44094,20685,3704
44095,3705,3704
44096,17736,3706
44097,3707,3706
44098,17739,3707
44099,3708,3707
44100,17738,3708
44101,3709,3708
44102,3710,3709
44103,17740,3709
44104,17741,3710
44105,3711,3710
44106,17751,3711
44107,3712,3711
44108,3713,3712
44109,17742,3712
44110,3714,3713
44111,17774,3713
44112,17760,3713
44113,17757,3714
44114,3715,3714
44115,3716,3715
44116,17762,3715
44117,17764,3716
44118,3717,3716
44119,3718,3717
44120,9003,3717
44121,3719,3718
44122,17818,3718
44123,17797,3719
44124,3720,3719
44125,17798,3720
44126,3721,3720
44127,17799,3721
44128,3722,3721
44129,3723,3722
44130,8987,3722
44131,3724,3723
44132,8987,3723
44133,3725,3724
44134,17794,3724
44135,3726,3725
44136,4583,3726
44137,6037,3726
44138,14878,3727
44139,3728,3727
44140,14873,3727
44141,9001,3728
44142,3729,3728
44143,3730,3729
44144,14875,3729
44145,3731,3730
44146,14703,3730
44147,3733,3732
44148,8051,3733
44149,3734,3733
44150,17511,3734
44151,3735,3734
44152,8052,3735
44153,3736,3735
44154,5958,3736
44155,8053,3736
44156,3738,3737
44157,17631,3737
44158,3739,3738
44159,17632,3738
44160,3740,3739
44161,17693,3739
44162,3741,3740
44163,17669,3740
44164,3742,3741
44165,17663,3741
44166,17664,3741
44167,3743,3742
44168,17696,3742
44169,17694,3743
44170,3744,3743
44171,17674,3744
44172,3745,3744
44173,17706,3745
44174,10974,3745
44175,17675,3745
44176,3748,3747
44177,14529,3747
44178,14524,3748
44179,3749,3748
44180,14528,3749
44181,3750,3749
44182,3751,3750
44183,23644,3750
44184,23628,3751
44185,3752,3751
44186,3753,3752
44187,23618,3752
44188,23624,3753
44189,3754,3753
44190,6437,3754
44191,3756,3755
44192,21148,3755
44193,3757,3756
44194,21148,3756
44195,3758,3757
44196,6435,3757
44197,3759,3758
44198,11514,3758
44199,3760,3759
44200,11515,3759
44201,3761,3760
44202,18818,3760
44203,3762,3761
44204,20986,3761
44205,19830,3762
44206,3763,3762
44207,18817,3763
44208,3764,3763
44209,19844,3764
44210,3765,3764
44211,3766,3765
44212,3767,3765
44213,19844,3766
44214,3767,3766
44215,3768,3767
44216,27735,3768
44217,3769,3768
44218,3770,3769
44219,27734,3769
44220,3771,3770
44221,22874,3770
44222,19849,3771
44223,3772,3771
44224,3773,3772
44225,18228,3772
44226,3774,3773
44227,23615,3773
44228,22875,3774
44229,3776,3775
44230,3777,3776
44231,8033,3777
44232,3778,3777
44233,8030,3778
44234,7984,3778
44235,3779,3778
44236,8031,3779
44237,3780,3779
44238,3781,3780
44239,7981,3780
44240,13454,3781
44241,3783,3782
44242,8049,3782
44243,7981,3783
44244,3784,3783
44245,3790,3784
44246,8823,3784
44247,3786,3785
44248,3787,3786
44249,23325,3787
44250,3788,3787
44251,23327,3788
44252,8824,3790
44253,7908,3791
44254,3792,3791
44255,7910,3791
44256,3793,3792
44257,7912,3792
44258,3846,3793
44259,3795,3794
44260,26912,3794
44261,26913,3794
44262,6347,3795
44263,3796,3795
44264,23506,3796
44265,3797,3796
44266,6346,3797
44267,3798,3797
44268,3799,3798
44269,6361,3798
44270,6345,3798
44271,3800,3799
44272,26894,3799
44273,6343,3799
44274,3801,3800
44275,6787,3800
44276,14883,3800
44277,22095,3801
44278,3802,3801
44279,6362,3802
44280,6363,3802
44281,6906,3802
44282,3865,3803
44283,3805,3804
44284,6882,3804
44285,3806,3805
44286,3807,3806
44287,3808,3807
44288,6882,3807
44289,3809,3808
44290,3809,3808
44291,3810,3809
44292,6464,3810
44293,3811,3810
44294,3812,3811
44295,3861,3811
44296,3862,3812
44297,3813,3812
44298,7901,3813
44299,3814,3813
44300,7902,3814
44301,3815,3814
44302,3863,3815
44303,3864,3816
44304,3818,3817
44305,3864,3817
44306,3863,3818
44307,3819,3818
44308,3854,3819
44309,3820,3819
44310,3821,3820
44311,6880,3820
44312,3853,3821
44313,3822,3821
44314,6881,3822
44315,3823,3822
44316,3824,3823
44317,3852,3823
44318,3825,3824
44319,6464,3824
44320,3851,3825
44321,3827,3826
44322,6874,3826
44323,6462,3827
44324,3828,3827
44325,6874,3827
44326,6885,3828
44327,3829,3828
44328,6914,3828
44329,6875,3829
44330,3830,3829
44331,3855,3830
44332,3831,3830
44333,3832,3831
44334,3866,3831
44335,3847,3832
44336,3840,3832
44337,3834,3833
44338,7895,3833
44339,3835,3834
44340,6883,3835
44341,3836,3835
44342,3837,3836
44343,7884,3836
44344,3858,3837
44345,3838,3837
44346,7890,3838
44347,3839,3838
44348,6908,3840
44349,3841,3840
44350,6465,3840
44351,6868,3841
44352,3842,3841
44353,10170,3842
44354,3843,3842
44355,6466,3843
44356,3844,3843
44357,6851,3844
44358,6818,3844
44359,3846,3845
44360,7912,3845
44361,6861,3845
44362,6894,3846
44363,6908,3847
44364,3848,3847
44365,3866,3848
44366,3855,3849
44367,3850,3849
44368,3851,3850
44369,6884,3850
44370,3852,3851
44371,3853,3852
44372,3854,3853
44373,6917,3854
44374,6885,3855
44375,3857,3856
44376,11284,3856
44377,3858,3857
44378,7881,3857
44379,6883,3858
44380,7881,3858
44381,6918,3859
44382,3860,3859
44383,3862,3861
44384,6877,3861
44385,3863,3862
44386,3864,3863
44387,3868,3867
44388,8808,3867
44389,3869,3868
44390,8048,3868
44391,3870,3869
44392,8048,3869
44393,8045,3869
44394,8048,3870
44395,3871,3870
44396,8043,3871
44397,8044,3871
44398,3872,3871
44399,8042,3872
44400,7962,3872
44401,7963,3872
44402,3874,3873
44403,15922,3873
44404,3875,3874
44405,8069,3874
44406,3876,3875
44407,15925,3875
44408,3877,3876
44409,9485,3876
44410,9481,3876
44411,9485,3877
44412,3878,3877
44413,3879,3878
44414,3881,3878
44415,3880,3879
44416,3882,3881
44417,15926,3881
44418,3883,3882
44419,9481,3882
44420,3884,3883
44421,9482,3883
44422,15926,3884
44423,3885,3884
44424,8001,3885
44425,3886,3885
44426,9483,3886
44427,3887,3886
44428,3888,3887
44429,8002,3887
44430,8003,3887
44431,8006,3888
44432,3889,3888
44433,8005,3888
44434,3890,3889
44435,8010,3889
44436,3891,3890
44437,8014,3890
44438,3892,3891
44439,15912,3891
44440,8014,3892
44441,3893,3892
44442,8015,3892
44443,8000,3893
44444,3894,3893
44445,7999,3894
44446,3895,3894
44447,5997,3895
44448,7998,3895
44449,6031,3896
44450,3897,3896
44451,6030,3896
44452,7997,3897
44453,9410,3897
44454,6036,3897
44455,13624,3898
44456,3899,3898
44457,3900,3899
44458,13624,3899
44459,13623,3899
44460,15939,3900
44461,3901,3900
44462,15940,3900
44463,15944,3901
44464,3902,3901
44465,3903,3902
44466,15945,3902
44467,15945,3903
44468,15942,3903
44469,3935,3904
44470,3905,3904
44471,15977,3904
44472,3906,3905
44473,13488,3905
44474,13489,3906
44475,11047,3906
44476,11034,3907
44477,16035,3907
44478,3908,3907
44479,16023,3908
44480,16024,3908
44481,3909,3908
44482,3910,3909
44483,13708,3909
44484,3911,3910
44485,13707,3910
44486,3912,3911
44487,13706,3911
44488,11028,3912
44489,3913,3912
44490,11027,3912
44491,13705,3913
44492,3914,3913
44493,13704,3914
44494,3915,3914
44495,3916,3915
44496,13703,3915
44497,13702,3916
44498,3917,3916
44499,3919,3918
44500,3920,3919
44501,23815,3919
44502,3921,3920
44503,13464,3920
44504,3922,3921
44505,13465,3921
44506,3923,3922
44507,13466,3922
44508,13468,3923
44509,3924,3923
44510,16077,3924
44511,3925,3924
44512,3926,3925
44513,13470,3925
44514,3927,3926
44515,16076,3926
44516,3928,3927
44517,13472,3927
44518,3929,3928
44519,11024,3928
44520,3930,3929
44521,16076,3929
44522,16067,3930
44523,3931,3930
44524,16086,3930
44525,16082,3931
44526,3932,3931
44527,3933,3932
44528,16065,3932
44529,3934,3933
44530,16059,3933
44531,16088,3934
44532,16090,3934
44533,16061,3934
44534,3936,3935
44535,13491,3935
44536,3937,3936
44537,8065,3936
44538,16017,3937
44539,3938,3937
44540,16005,3938
44541,3939,3938
44542,16005,3939
44543,3940,3939
44544,16007,3940
44545,3942,3941
44546,16873,3941
44547,15952,3941
44548,9495,3942
44549,3944,3943
44550,13481,3943
44551,3945,3944
44552,13479,3945
44553,3946,3945
44554,23276,3946
44555,3947,3946
44556,8055,3947
44557,3948,3947
44558,3949,3948
44559,8056,3948
44560,3950,3949
44561,3957,3949
44562,3951,3950
44563,8846,3950
44564,17514,3951
44565,3952,3951
44566,3953,3952
44567,17513,3952
44568,3983,3953
44569,3954,3953
44570,3955,3954
44571,3980,3954
44572,3956,3955
44573,11057,3955
44574,5960,3956
44575,11059,3956
44576,3958,3956
44577,8845,3957
44578,8053,3957
44579,17534,3958
44580,3959,3958
44581,17535,3959
44582,17536,3959
44583,3960,3959
44584,23273,3960
44585,3961,3960
44586,3962,3961
44587,17573,3961
44588,3963,3962
44589,17519,3962
44590,17520,3962
44591,3964,3963
44592,17577,3963
44593,17578,3964
44594,3965,3964
44595,11054,3965
44596,3966,3965
44597,17555,3966
44598,3967,3966
44599,11052,3967
44600,3968,3967
44601,3969,3968
44602,17567,3968
44603,3970,3969
44604,17517,3969
44605,3971,3970
44606,17559,3970
44607,3972,3971
44608,17561,3971
44609,17563,3972
44610,3973,3972
44611,17566,3973
44612,3974,3973
44613,5978,3974
44614,5979,3974
44615,5981,3975
44616,5962,3975
44617,3976,3975
44618,3977,3976
44619,3993,3976
44620,3978,3977
44621,17569,3977
44622,3979,3978
44623,17512,3978
44624,11073,3979
44625,3980,3979
44626,11057,3980
44627,15867,3981
44628,15868,3981
44629,3982,3981
44630,3983,3982
44631,3983,3982
44632,3985,3984
44633,3986,3985
44634,15605,3986
44635,3987,3986
44636,11072,3987
44637,3988,3987
44638,23830,3988
44639,3989,3988
44640,5970,3989
44641,3990,3989
44642,3991,3990
44643,5968,3990
44644,11071,3990
44645,3992,3991
44646,5966,3991
44647,3993,3992
44648,11070,3992
44649,15604,3993
44650,6039,3994
44651,6040,3994
44652,3995,3994
44653,14872,3995
44654,3996,3995
44655,14874,3996
44656,3997,3996
44657,14870,3996
44658,14870,3997
44659,3998,3997
44660,18026,3999
44661,4000,3999
44662,8977,3999
44663,8038,4000
44664,4581,4000
44665,4002,4001
44666,27773,4001
44667,10092,4001
44668,4003,4002
44669,23272,4002
44670,4004,4003
44671,23283,4003
44672,15621,4003
44673,4005,4004
44674,15616,4004
44675,15619,4005
44676,4006,4005
44677,4007,4006
44678,15618,4006
44679,15625,4007
44680,15626,4007
44681,4008,4007
44682,15584,4008
44683,4009,4008
44684,4010,4009
44685,23828,4009
44686,17658,4010
44687,4011,4010
44688,4012,4011
44689,17659,4011
44690,15580,4012
44691,23835,4012
44692,11069,4012
44693,4014,4013
44694,4015,4014
44695,13597,4015
44696,4016,4015
44697,13550,4016
44698,4017,4016
44699,13551,4017
44700,4018,4017
44701,4019,4018
44702,15594,4018
44703,15652,4019
44704,4020,4019
44705,4021,4020
44706,15677,4020
44707,4022,4021
44708,23833,4021
44709,19995,4022
44710,4023,4022
44711,10103,4023
44712,10104,4023
44713,19970,4024
44714,19971,4024
44715,4025,4024
44716,20026,4025
44717,4026,4025
44718,4027,4026
44719,20008,4026
44720,4028,4027
44721,4030,4029
44722,10109,4029
44723,10110,4029
44724,4031,4030
44725,12972,4030
44726,4033,4031
44727,4032,4031
44728,4033,4032
44729,20005,4032
44730,4034,4033
44731,20039,4034
44732,4035,4034
44733,20006,4034
44734,20007,4035
44735,4036,4035
44736,20023,4036
44737,4037,4036
44738,12808,4036
44739,12791,4037
44740,4038,4037
44741,12975,4038
44742,4039,4038
44743,12804,4039
44744,4040,4039
44745,4041,4040
44746,12791,4040
44747,12967,4040
44748,4042,4041
44749,12786,4041
44750,4043,4042
44751,4043,4042
44752,12788,4042
44753,4044,4043
44754,12734,4044
44755,12784,4044
44756,4046,4045
44757,4047,4046
44758,4048,4047
44759,13525,4047
44760,13528,4048
44761,4049,4048
44762,17348,4049
44763,4050,4049
44764,17347,4050
44765,4051,4050
44766,17346,4051
44767,4052,4051
44768,4053,4052
44769,10991,4052
44770,10990,4052
44771,4054,4053
44772,17384,4053
44773,17387,4054
44774,4055,4054
44775,17375,4055
44776,4056,4055
44777,4057,4056
44778,17336,4056
44779,17381,4057
44780,4058,4057
44781,17338,4058
44782,4059,4058
44783,17381,4059
44784,4060,4059
44785,4061,4060
44786,11001,4060
44787,17404,4061
44788,4062,4061
44789,17430,4062
44790,4064,4063
44791,13064,4063
44792,4065,4064
44793,12648,4064
44794,13004,4065
44795,4066,4065
44796,12854,4066
44797,12855,4066
44798,4068,4067
44799,4069,4068
44800,19819,4068
44801,4070,4069
44802,19823,4069
44803,12913,4070
44804,4071,4070
44805,6440,4071
44806,13279,4072
44807,4073,4072
44808,17121,4073
44809,4074,4073
44810,17122,4074
44811,4075,4074
44812,4076,4075
44813,17197,4075
44814,16969,4076
44815,4077,4076
44816,4097,4077
44817,4078,4077
44818,4098,4078
44819,4097,4078
44820,4080,4079
44821,4081,4080
44822,4082,4081
44823,16547,4081
44824,16546,4082
44825,4083,4082
44826,4084,4083
44827,16542,4083
44828,16584,4083
44829,16545,4084
44830,4085,4084
44831,16544,4084
44832,16602,4085
44833,4086,4085
44834,16586,4086
44835,4087,4086
44836,4088,4087
44837,16502,4087
44838,4089,4088
44839,16959,4088
44840,4135,4089
44841,4090,4089
44842,16606,4090
44843,4091,4090
44844,16473,4091
44845,4092,4091
44846,16608,4092
44847,4093,4092
44848,16470,4093
44849,4094,4093
44850,16975,4094
44851,4095,4094
44852,4096,4095
44853,16463,4095
44854,16459,4096
44855,4097,4096
44856,4099,4098
44857,17133,4098
44858,16387,4099
44859,4100,4099
44860,16388,4100
44861,4101,4100
44862,4102,4101
44863,16395,4101
44864,17137,4102
44865,16400,4102
44866,16446,4102
44867,16885,4103
44868,16610,4103
44869,4104,4103
44870,4105,4104
44871,16899,4104
44872,4107,4106
44873,4116,4106
44874,4115,4106
44875,14084,4107
44876,14061,4107
44877,4108,4107
44878,17823,4108
44879,17047,4108
44880,19707,4109
44881,4110,4109
44882,4111,4110
44883,24261,4110
44884,4112,4111
44885,14091,4111
44886,4113,4112
44887,14123,4112
44888,14120,4113
44889,4114,4113
44890,4115,4114
44891,14087,4114
44892,24349,4115
44893,14065,4116
44894,14066,4116
44895,4118,4117
44896,4119,4118
44897,14207,4119
44898,4120,4119
44899,4121,4120
44900,4127,4120
44901,4129,4121
44902,11077,4121
44903,16711,4122
44904,16735,4122
44905,4123,4122
44906,4124,4123
44907,11074,4123
44908,4125,4124
44909,16805,4124
44910,16799,4125
44911,4126,4125
44912,16817,4126
44913,4127,4126
44914,4128,4127
44915,16887,4128
44916,16831,4130
44917,4131,4130
44918,16780,4131
44919,4132,4131
44920,4133,4132
44921,16831,4132
44922,16829,4133
44923,4134,4133
44924,13621,4134
44925,16746,4134
44926,4136,4135
44927,16473,4135
44928,16472,4135
44929,4137,4136
44930,16482,4136
44931,4138,4137
44932,16472,4137
44933,16505,4138
44934,4139,4138
44935,4140,4139
44936,16481,4139
44937,16495,4140
44938,16507,4140
44939,16570,4141
44940,16571,4141
44941,4142,4141
44942,4143,4142
44943,16574,4142
44944,16572,4143
44945,4144,4143
44946,4145,4144
44947,16575,4144
44948,4146,4145
44949,16504,4145
44950,4147,4146
44951,16506,4146
44952,16510,4147
44953,4148,4147
44954,4149,4148
44955,16507,4148
44956,16509,4149
44957,16495,4149
44958,4150,4149
44959,4151,4150
44960,16501,4150
44961,4152,4151
44962,16494,4151
44963,4153,4152
44964,16365,4152
44965,16493,4153
44966,4154,4153
44967,16492,4154
44968,4155,4154
44969,16365,4155
44970,4156,4155
44971,4157,4156
44972,16491,4156
44973,4158,4157
44974,16375,4157
44975,4159,4158
44976,16497,4158
44977,4160,4159
44978,16356,4159
44979,16360,4160
44980,16274,4160
44981,16362,4160
44982,4162,4161
44983,16890,4161
44984,13204,4162
44985,4163,4162
44986,4164,4163
44987,13228,4163
44988,4165,4164
44989,13205,4164
44990,13234,4165
44991,4166,4165
44992,13227,4165
44993,22072,4166
44994,4168,4167
44995,13238,4167
44996,19667,4168
44997,19244,4168
44998,4170,4169
44999,19826,4170
45000,4171,4170
45001,19822,4171
45002,19821,4171
45003,4173,4172
45004,18448,4172
45005,19826,4172
45006,18419,4173
45007,4174,4173
45008,18408,4173
45009,18420,4174
45010,4175,4174
45011,18409,4175
45012,4176,4175
45013,18422,4175
45014,18412,4176
45015,4177,4176
45016,18423,4177
45017,18415,4177
45018,4178,4177
45019,4179,4178
45020,18445,4178
45021,18416,4178
45022,4180,4179
45023,18445,4179
45024,4181,4180
45025,18417,4180
45026,18453,4181
45027,4182,4181
45028,18438,4181
45029,18452,4182
45030,18437,4182
45031,4183,4182
45032,18449,4183
45033,4184,4183
45034,18449,4184
45035,4185,4184
45036,4186,4185
45037,18450,4185
45038,18457,4186
45039,23582,4187
45040,4188,4187
45041,23581,4187
45042,23603,4188
45043,4189,4188
45044,4190,4189
45045,23580,4189
45046,5904,4190
45047,4191,4190
45048,5884,4191
45049,5903,4191
45050,5904,4191
45051,9953,4192
45052,4193,4192
45053,22257,4193
45054,12527,4194
45055,12428,4194
45056,4195,4194
45057,12526,4195
45058,4196,4195
45059,4197,4196
45060,11685,4196
45061,4198,4197
45062,4201,4197
45063,4199,4198
45064,11634,4198
45065,4200,4199
45066,11642,4199
45067,12533,4200
45068,4201,4200
45069,4202,4201
45070,11627,4202
45071,11629,4202
45072,4204,4203
45073,4222,4203
45074,7526,4203
45075,4205,4204
45076,7705,4204
45077,7523,4205
45078,4206,4205
45079,4207,4206
45080,7709,4206
45081,4208,4207
45082,7009,4207
45083,6934,4208
45084,4209,4208
45085,4210,4209
45086,7011,4209
45087,7011,4210
45088,4211,4210
45089,7547,4210
45090,6128,4211
45091,4221,4211
45092,7711,4212
45093,4213,4212
45094,7548,4212
45095,7554,4213
45096,4214,4213
45097,7261,4214
45098,4215,4214
45099,7550,4215
45100,4216,4215
45101,4217,4216
45102,7259,4216
45103,4218,4217
45104,12615,4217
45105,23393,4218
45106,4219,4218
45107,4220,4219
45108,7258,4219
45109,4221,4220
45110,4352,4220
45111,4353,4221
45112,4223,4222
45113,7706,4222
45114,7855,4223
45115,4224,4223
45116,4225,4224
45117,7861,4224
45118,7860,4225
45119,4226,4225
45120,4227,4226
45121,7857,4226
45122,7858,4226
45123,4228,4227
45124,19863,4227
45125,7859,4227
45126,7862,4228
45127,4229,4228
45128,4230,4229
45129,28032,4229
45130,8611,4230
45131,4231,4230
45132,4232,4231
45133,28032,4231
45134,9432,4232
45135,7866,4232
45136,4234,4233
45137,7698,4233
45138,8102,4233
45139,4235,4234
45140,7704,4234
45141,7703,4235
45142,7704,4235
45143,4236,4235
45144,8101,4236
45145,20654,4236
45146,4237,4236
45147,4238,4237
45148,4369,4237
45149,4370,4237
45150,4239,4238
45151,8103,4238
45152,7685,4238
45153,7693,4239
45154,4240,4239
45155,4453,4240
45156,4241,4240
45157,4356,4241
45158,4303,4241
45159,4243,4242
45160,21609,4242
45161,4244,4243
45162,21608,4243
45163,4342,4244
45164,4246,4245
45165,4359,4245
45166,10755,4245
45167,4247,4246
45168,4685,4246
45169,4684,4247
45170,4248,4247
45171,4249,4248
45172,4438,4248
45173,4439,4248
45174,4691,4249
45175,9863,4249
45176,4250,4249
45177,4511,4250
45178,4327,4250
45179,4252,4251
45180,4329,4251
45181,4330,4251
45182,4253,4252
45183,4469,4252
45184,4328,4252
45185,4254,4253
45186,4273,4253
45187,8409,4253
45188,4255,4254
45189,10779,4254
45190,9991,4255
45191,4256,4255
45192,4257,4256
45193,4274,4256
45194,4381,4257
45195,4382,4257
45196,4259,4258
45197,19440,4258
45198,13384,4258
45199,4260,4259
45200,4632,4259
45201,4261,4260
45202,9226,4260
45203,9847,4261
45204,4262,4261
45205,9866,4262
45206,4263,4262
45207,8583,4263
45208,4264,4263
45209,4265,4264
45210,4408,4264
45211,4266,4265
45212,4516,4265
45213,8578,4266
45214,4267,4266
45215,4268,4267
45216,8580,4267
45217,4269,4268
45218,8582,4268
45219,8589,4269
45220,4270,4269
45221,9858,4270
45222,4271,4270
45223,8539,4271
45224,4272,4271
45225,4327,4272
45226,4683,4272
45227,4328,4273
45228,4274,4273
45229,4275,4274
45230,4320,4275
45231,4561,4275
45232,4276,4275
45233,4277,4276
45234,10761,4276
45235,4278,4277
45236,4539,4277
45237,4279,4278
45238,8600,4278
45239,4280,4279
45240,4545,4279
45241,4281,4280
45242,10763,4280
45243,4550,4281
45244,4282,4281
45245,4283,4282
45246,10760,4282
45247,4551,4283
45248,4284,4283
45249,4285,4284
45250,4390,4284
45251,4286,4285
45252,4391,4285
45253,10181,4285
45254,4287,4286
45255,4428,4286
45256,4288,4287
45257,4393,4287
45258,4289,4288
45259,4324,4288
45260,4290,4289
45261,4423,4289
45262,8593,4290
45263,4291,4290
45264,4709,4291
45265,4292,4291
45266,4514,4292
45267,4515,4292
45268,4294,4293
45269,4295,4294
45270,10783,4294
45271,4296,4295
45272,7780,4295
45273,8306,4296
45274,4297,4296
45275,7775,4297
45276,7776,4297
45277,4298,4297
45278,4538,4298
45279,4368,4298
45280,4299,4298
45281,7786,4299
45282,4300,4299
45283,8104,4300
45284,4301,4300
45285,8357,4301
45286,21306,4301
45287,21608,4302
45288,21605,4303
45289,4304,4303
45290,7692,4304
45291,4305,4304
45292,21851,4304
45293,21605,4305
45294,4306,4305
45295,4307,4306
45296,7689,4306
45297,7688,4307
45298,4308,4307
45299,7686,4308
45300,4309,4308
45301,4449,4308
45302,7694,4309
45303,4314,4309
45304,4315,4309
45305,4311,4310
45306,8121,4310
45307,8122,4310
45308,4636,4310
45309,7674,4311
45310,4312,4311
45311,4409,4312
45312,4313,4312
45313,4314,4313
45314,7686,4313
45315,7694,4314
45316,4540,4315
45317,4316,4315
45318,4449,4315
45319,10777,4316
45320,4317,4316
45321,4318,4317
45322,4547,4317
45323,4548,4317
45324,4319,4318
45325,4548,4318
45326,4539,4319
45327,4320,4319
45328,8405,4319
45329,4323,4320
45330,4322,4321
45331,4329,4321
45332,4328,4321
45333,4323,4322
45334,8404,4322
45335,8405,4323
45336,4325,4324
45337,4428,4324
45338,4429,4325
45339,4326,4325
45340,4424,4326
45341,4419,4326
45342,9862,4327
45343,22849,4329
45344,4331,4330
45345,4469,4330
45346,4358,4330
45347,4332,4331
45348,4468,4331
45349,4451,4331
45350,4467,4332
45351,4333,4332
45352,4334,4333
45353,4466,4333
45354,4335,4334
45355,4465,4334
45356,4336,4335
45357,4464,4335
45358,4456,4336
45359,4337,4336
45360,4463,4337
45361,4338,4337
45362,4462,4338
45363,4339,4338
45364,4340,4339
45365,8400,4339
45366,4341,4340
45367,4461,4340
45368,8392,4341
45369,4342,4341
45370,10785,4342
45371,7716,4343
45372,4344,4343
45373,4615,4343
45374,7720,4344
45375,4345,4344
45376,7719,4345
45377,4346,4345
45378,7572,4346
45379,4347,4346
45380,4348,4347
45381,7263,4347
45382,12614,4348
45383,4349,4348
45384,7565,4348
45385,7260,4349
45386,4350,4349
45387,7561,4349
45388,12616,4350
45389,4351,4350
45390,4352,4351
45391,7564,4351
45392,4353,4352
45393,6937,4353
45394,4354,4353
45395,7555,4354
45396,4355,4354
45397,6132,4355
45398,6159,4355
45399,4357,4356
45400,4445,4356
45401,8605,4357
45402,4358,4357
45403,4451,4358
45404,19123,4359
45405,4685,4359
45406,4360,4359
45407,8158,4360
45408,4361,4360
45409,4362,4361
45410,23245,4361
45411,8153,4362
45412,4363,4362
45413,4554,4363
45414,4364,4363
45415,4365,4364
45416,8152,4364
45417,4366,4365
45418,8151,4365
45419,4367,4366
45420,8150,4366
45421,4505,4367
45422,4506,4367
45423,7776,4368
45424,4369,4368
45425,20654,4368
45426,8103,4369
45427,20657,4370
45428,4371,4370
45429,4372,4371
45430,8098,4371
45431,8094,4372
45432,8095,4372
45433,4373,4372
45434,7699,4373
45435,8093,4373
45436,4374,4373
45437,4375,4374
45438,8602,4374
45439,4376,4375
45440,4635,4375
45441,4636,4376
45442,4377,4376
45443,7699,4376
45444,7349,4377
45445,21305,4377
45446,4395,4378
45447,4397,4378
45448,4379,4378
45449,4380,4379
45450,10129,4379
45451,9996,4380
45452,4381,4380
45453,10007,4381
45454,4383,4382
45455,10122,4382
45456,4561,4383
45457,4384,4383
45458,4385,4384
45459,4633,4384
45460,8599,4385
45461,4386,4385
45462,4387,4386
45463,8600,4386
45464,8598,4387
45465,4388,4387
45466,4389,4388
45467,10763,4388
45468,4403,4389
45469,4390,4389
45470,10760,4389
45471,4391,4390
45472,8590,4390
45473,4392,4391
45474,8591,4392
45475,4393,4392
45476,8592,4393
45477,4398,4397
45478,10130,4397
45479,4399,4398
45480,10131,4398
45481,10005,4399
45482,4634,4399
45483,4400,4399
45484,10003,4400
45485,4401,4400
45486,4402,4401
45487,4633,4401
45488,8599,4402
45489,4403,4402
45490,4404,4403
45491,4405,4404
45492,10782,4404
45493,8595,4405
45494,4406,4405
45495,8594,4406
45496,4407,4406
45497,4515,4407
45498,4408,4407
45499,4516,4408
45500,4410,4409
